Symbol,Name Company,cafef_exchange,vietstock_exchange,nganh
TTG,CÔNG TY CỔ PHẦN MAY THANH TRÌ,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM MAY MẶC/ SẢN XUẤT PHỤ KIỆN VÀ CÁC SẢN PHẨM MAY MẶC KHÁC
TTH,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ TIẾN THÀNH,HNX,HNX,NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG LÂU BỀN/ BÁN BUÔN CÁC MẶT HÀNG LÂU BỀN KHÁC
TTJ,CÔNG TY CỔ PHẦN THỦY TẠ,UPCOM,OTC,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SẢN XUẤT SẢN PHẨM SỮA
TTL,TỔNG CÔNG TY THĂNG LONG - CTCP,HNX,HNX,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CẦU ĐƯỜNG, ĐƯỜNG CAO TỐC"
TTN,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG VIỆT NAM,UPCOM,UPCOM,NGÀNH: CÔNG NGHỆ VÀ THÔNG TIN/ VIỄN THÔNG/ CÁC LOẠI HÌNH VIỄN THÔNG KHÁC
TTP,CÔNG TY CP BAO BÌ NHỰA TÂN TIẾN,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM NHỰA VÀ CAO SU/ SẢN XUẤT CÁC SẢN PHẨM NHỰA
TTR,CÔNG TY CỔ PHẦN DU LỊCH THƯƠNG MẠI VÀ ĐẦU TƯ,UPCOM,OTC,NGÀNH: SẢN XUẤT NÔNG NGHIỆP/ CHĂN NUÔI/ CHĂN NUÔI CÁC LOÀI ĐỘNG VẬT KHÁC
TTS,CÔNG TY CỔ PHẦN CÁN THÉP THÁI TRUNG,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM KIM LOẠI CƠ BẢN/ SẢN XUẤT SẮT, THÉP VÀ HỢP KIM FERO"
TTT,CÔNG TY CỔ PHẦN DU LỊCH – THƯƠNG MẠI TÂY NINH,HNX,HNX,"NGÀNH: DỊCH VỤ HỖ TRỢ (HÀNH CHÍNH, DU LỊCH, AN NINH, KIỂM ĐỊNH…) VÀ XỬ LÝ RÁC THẢI/ DỊCH VỤ HÀNH CHÍNH VÀ HỖ TRỢ/ CÁC DỊCH VỤ HỖ TRỢ KHÁC"
TTU,CÔNG TY CỔ PHẦN DỊCH VỤ ĐÔ THỊ TÂN THÀNH,,,0
TTV,CÔNG TY CỔ PHẦN THÔNG TIN TÍN HIỆU ĐƯỜNG SẮT VINH,UPCOM,OTC,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ CÁC HOẠT ĐỘNG HỖ TRỢ VẬN TẢI KHÁC
TTZ,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ CÔNG NGHỆ TIẾN TRUNG,HNX,HNX,NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI ĐƯỜNG BỘ/ VẬN TẢI ĐƯỜNG BỘ 
TUG,CÔNG TY CỔ PHẦN LAI DẮT VÀ VẬN TẢI CẢNG HẢI PHÒNG,UPCOM,UPCOM,NGÀNH: VẬN TẢI VÀ KHO BÃI/ HỖ TRỢ VẬN TẢI/ CÁC HOẠT ĐỘNG HỖ TRỢ VẬN TẢI KHÁC
TV1,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG ĐIỆN 1,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ TƯ VẤN XÂY DỰNG"
TV2,CTCP TƯ VẤN XÂY DỰNG ĐIỆN 2,HSX,HOSE,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ TƯ VẤN XÂY DỰNG"
TV3,CTCP TƯ VẤN XÂY DỰNG ĐIỆN 3,HNX,HNX,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ TƯ VẤN XÂY DỰNG"
TV4,CTCP TƯ VẤN XÂY DỰNG ĐIỆN 4,HNX,HNX,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ TƯ VẤN XÂY DỰNG"
TV6,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẦU TƯ XÂY LẮP ĐIỆN THỊNH VƯỢNG,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG HỆ THỐNG TIỆN ÍCH
TVA,CÔNG TY CỔ PHẦN SỨ VIGLACERA THANH TRÌ,UPCOM,UPCOM,"NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG LÂU BỀN/ BÁN BUÔN MÁY MÓC, THIẾT BỊ VÀ VẬT TƯ"
TVD,CÔNG TY CỔ PHẦN THAN VÀNG DANH - VINACOMIN,HNX,HNX,NGÀNH: KHAI KHOÁNG/ KHAI KHOÁNG (NGOẠI TRỪ DẦU MỎ VÀ KHÍ ĐỐT)/ KHAI THÁC THAN
TVG,CTCP TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG GIAO THÔNG VẬN TẢI,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ TƯ VẤN XÂY DỰNG"
TVH,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG CÔNG TRÌNH HÀNG HẢI,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ TƯ VẤN XÂY DỰNG"
TVI,CÔNG TY CỔ PHẦN ĐẦU TƯ TRUYỀN HÌNH,,OTC,NGÀNH: CÔNG NGHỆ VÀ THÔNG TIN/ VIỄN THÔNG/ VIỄN THÔNG
TVM,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ MỎ VÀ CÔNG NGHIỆP - VINACOMIN,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ DỊCH VỤ TƯ VẤN QUẢN LÝ, KHOA HỌC VÀ KỸ THUẬT/ DỊCH VỤ TƯ VẤN QUẢN LÝ, KHOA HỌC VÀ KỸ THUẬT KHÁC"
TVN,TỔNG CÔNG TY THÉP VIỆT NAM - CTCP,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM KIM LOẠI CƠ BẢN/ SẢN XUẤT SẮT, THÉP VÀ HỢP KIM FERO"
TVP,CTCP DƯỢC PHẨM TV.PHARM,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
TVT,TỔNG CÔNG TY VIỆT THẮNG - CTCP,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT SỢI, VẢI/ SẢN XUẤT SỢI, VẢI THÀNH PHẨM"
TVU,CÔNG TY CỔ PHẦN CÔNG TRÌNH ĐÔ THỊ TRÀ VINH,UPCOM,OTC,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ CÔNG TRÌNH XỬ LÝ NƯỚC THẢI"
TVW,CÔNG TY CỔ PHẦN CẤP THOÁT NƯỚC TRÀ VINH,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ HỆ THỐNG THỦY LỢI VÀ CUNG CẤP NƯỚC"
TW3,CÔNG TY CỔ PHẦN DƯỢC TRUNG ƯƠNG 3,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
TXM,CÔNG TY CỔ PHẦN VICEM THẠCH CAO XI MĂNG,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT XI MĂNG VÀ CÁC SẢN PHẨM BÊ TÔNG
TYA,CÔNG TY CỔ PHẦN DÂY VÀ CÁP ĐIỆN TAYA VIỆT NAM,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT TRANG THIẾT BỊ, DỤNG CỤ ĐIỆN/ SẢN XUẤT CÁC THIẾT BỊ ĐIỆN VÀ DỤNG CỤ KHÁC"
UCT,CÔNG TY CỔ PHẦN ĐÔ THỊ CẦN THƠ,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ CÔNG TRÌNH XỬ LÝ NƯỚC THẢI"
UDC,CTCP XÂY DỰNG VÀ PHÁT TRIỂN ĐÔ THỊ TỈNH BÀ RỊA - VŨNG TÀU,HSX,HOSE,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
UDJ,CTCP PHÁT TRIỂN ĐÔ THỊ,UPCOM,UPCOM,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
UDL,CÔNG TY CỔ PHẦN ĐÔ THỊ VÀ MÔI TRƯỜNG ĐẮK LẮK,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ HỖ TRỢ (HÀNH CHÍNH, DU LỊCH, AN NINH, KIỂM ĐỊNH…) VÀ XỬ LÝ RÁC THẢI/ DỊCH VỤ HÀNH CHÍNH VÀ HỖ TRỢ/ CÁC DỊCH VỤ HỖ TRỢ KHÁC"
UEM,CÔNG TY CỔ PHẦN CƠ ĐIỆN UÔNG BÍ - VINACOMIN,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT TRANG THIẾT BỊ, DỤNG CỤ ĐIỆN/ SẢN XUẤT CÁC THIẾT BỊ ĐIỆN VÀ DỤNG CỤ KHÁC"
UIC,CÔNG TY CỔ PHẦU ĐẦU TƯ PHÁT TRIỂN NHÀ VÀ ĐÔ THỊ IDICO (UDICO-IDICO),HSX,HOSE,"NGÀNH: TIỆN ÍCH/ PHÁT, TRUYỀN TẢI VÀ PHÂN PHỐI ĐIỆN NĂNG/ TRUYỀN TẢI, KIỂM SOÁT VÀ PHÂN PHỐI ĐIỆN "
UMC,CÔNG TY CỔ PHẦN CÔNG TRÌNH ĐÔ THỊ NAM ĐỊNH,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ HỖ TRỢ (HÀNH CHÍNH, DU LỊCH, AN NINH, KIỂM ĐỊNH…) VÀ XỬ LÝ RÁC THẢI/ DỊCH VỤ HÀNH CHÍNH VÀ HỖ TRỢ/ CÁC DỊCH VỤ HỖ TRỢ KHÁC"
UNI,CÔNG TY CỔ PHẦN VIỄN LIÊN,HNX,HNX,"NGÀNH: BÁN BUÔN/ BÁN BUÔN HÀNG LÂU BỀN/ BÁN BUÔN CÁC THIẾT BỊ, VẬT TƯ CHUYÊN MÔN VÀ THƯƠNG MẠI"
UNM,CÔNG TY CỔ PHẦN LIÊN HIỆP XUẤT NHẬP KHẨU VÀ ĐẦU TƯ HÀ NỘI,,,0
UPC,CTCP PHÁT TRIỂN CÔNG VIÊN CÂY XANH VÀ ĐÔ THỊ VŨNG TÀU,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ KIẾN TRÚC CẢNH QUAN"
UPH,CÔNG TY CỔ PHẦN DƯỢC PHẨM TW 25,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
USC,CÔNG TY CỔ PHẦN KHẢO SÁT VÀ XÂY DỰNG - USCO,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ TƯ VẤN XÂY DỰNG"
USD,CÔNG TY CỔ PHẦN CÔNG TRÌNH ĐÔ THỊ SÓC TRĂNG,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ HỖ TRỢ (HÀNH CHÍNH, DU LỊCH, AN NINH, KIỂM ĐỊNH…) VÀ XỬ LÝ RÁC THẢI/ DỊCH VỤ QUẢN LÝ VÀ TÁI CHẾ CHẤT THẢI/ XỬ LÝ Ô NHIỄM VÀ CÁC DỊCH VỤ QUẢN LÝ CHẤT THẢI KHÁC"
UTT,CÔNG TY CỔ PHẦN MÔI TRƯỜNG ĐÔ THỊ THANH TRÌ,,,0
UXC,CÔNG TY CỔ PHẦN CHẾ BIẾN THỦY SẢN ÚT XI,OTC,OTC,NGÀNH: SẢN XUẤT/ SẢN XUẤT THỰC PHẨM/ SẢN XUẤT THỰC PHẨM
V11,CTCP XÂY DỰNG SỐ 11,UPCOM,UPCOM,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
V12,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 12,HNX,HNX,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
V15,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 15,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG KHÁC
V21,CÔNG TY CỔ PHẦN VINACONEX 21,HNX,HNX,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG CÔNG TRÌNH KHÁC"
V45,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG SỐ 45,,OTC,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ CỬA, CAO ỐC"
VAF,CÔNG TY CỔ PHẦN PHÂN LÂN NUNG CHẢY VĂN ĐIỂN,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC TRỪ SÂU, PHÂN BÓN VÀ CÁC LOẠI HÓA CHẤT NÔNG NGHIỆP "
VAT,CÔNG TY CỔ PHẦN VT VẠN XUÂN,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ TƯ VẤN XÂY DỰNG"
VAV,CÔNG TY CỔ PHẦN VIWACO,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ HỆ THỐNG THỦY LỢI VÀ CUNG CẤP NƯỚC"
VBC,"CÔNG TY CỔ PHẦN NHỰA, BAO BÌ VINH",HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT GIẤY/ SẢN XUẤT CÁC SẢN PHẨM TỪ GIẤY
VBG,CÔNG TY CỔ PHẦN ĐỊA CHẤT VIỆT BẮC - TKV,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ KHẢO SÁT ĐỊA LÝ VÀ BẢN ĐỒ"
VBH,CTCP ĐIỆN TỬ BÌNH HOÀ,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM ĐIỆN TỬ, VI TÍNH/ SẢN XUẤT LINH KIỆN BÁN DẪN VÀ CÁC LINH KIỆN ĐIỆN TỬ KHÁC"
VBL,CÔNG TY TNHH NHÀ MÁY BIA VIỆT NAM,OTC,,0
VBX,CÔNG TY CỔ PHẦN BÊ TÔNG XÂY DỰNG HÀ NỘI,,,0
VC1,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 1,HNX,HNX,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
VC2,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG VINA2,HNX,HNX,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
VC3,CÔNG TY CỔ PHẦN TẬP ĐOÀN NAM MÊ KÔNG,HNX,HNX,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
VC5,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 5,UPCOM,UPCOM,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
VC6,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ ĐẦU TƯ VISICONS,HNX,HNX,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
VC7,CÔNG TY CỔ PHẦN TẬP ĐOÀN BGI,HNX,HNX,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
VC9,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 9,HNX,HNX,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
VCA,CÔNG TY CỔ PHẦN THÉP VICASA - VNSTEEL,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM KIM LOẠI CƠ BẢN/ SẢN XUẤT SẮT, THÉP VÀ HỢP KIM FERO"
VCC,CÔNG TY CỔ PHẦN VINACONEX 25,HNX,HNX,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
VCE,CÔNG TY CỔ PHẦN XÂY LẮP MÔI TRƯỜNG,UPCOM,UPCOM,NGÀNH: KHAI KHOÁNG/ KHAI KHOÁNG (NGOẠI TRỪ DẦU MỎ VÀ KHÍ ĐỐT)/ KHAI THÁC QUẶNG KIM LOẠI
VCF,CÔNG TY CỔ PHẦN VINACAFÉ BIÊN HOÀ,HSX,HOSE,NGÀNH: SẢN XUẤT/ SẢN XUẤT ĐỒ UỐNG VÀ THUỐC LÁ/ SẢN XUẤT ĐỒ UỐNG 
VCG,TỔNG CTCP XUẤT NHẬP KHẨU VÀ XÂY DỰNG VIỆT NAM,HSX,HOSE,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ NHÀ THẦU CHUYÊN MÔN/ NHÀ THẦU VỀ NỀN MÓNG, CẤU TRÚC VÀ BỀ MẶT NGOÀI"
VCH,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ PHÁT TRIỂN HẠ TẦNG VINACONEX,HNX,OTC,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG KHÁC
VCM,CÔNG TY CỔ PHẦN NHÂN LỰC VÀ THƯƠNG MẠI VINACONEX,HNX,HNX,"NGÀNH: DỊCH VỤ HỖ TRỢ (HÀNH CHÍNH, DU LỊCH, AN NINH, KIỂM ĐỊNH…) VÀ XỬ LÝ RÁC THẢI/ DỊCH VỤ HÀNH CHÍNH VÀ HỖ TRỢ/ DỊCH VỤ VIỆC LÀM"
VCN,CÔNG TY CỔ PHẦN ĐẦU TƯ VCN,,OTC,"NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG NHÀ CỬA, CAO ỐC/ XÂY DỰNG NHÀ Ở, KHU DÂN CƯ, CAO ỐC"
VCP,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ NĂNG LƯỢNG VCP,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ PHÁT, TRUYỀN TẢI VÀ PHÂN PHỐI ĐIỆN NĂNG/ TRUYỀN TẢI, KIỂM SOÁT VÀ PHÂN PHỐI ĐIỆN "
VCR,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN DU LỊCH VINACONEX,UPCOM,UPCOM,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN/ PHÁT TRIỂN BẤT ĐỘNG SẢN
VCS,CÔNG TY CỔ PHẦN VICOSTONE,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT CÁC SẢN PHẨM TỪ ĐẤT SÉT VÀ VẬT LIỆU CHỊU NHIỆT
VCT,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG VINACONEX,UPCOM,UPCOM,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ KIẾN TRÚC, TƯ VẤN XÂY DỰNG VÀ DỊCH VỤ LIÊN QUAN/ DỊCH VỤ TƯ VẤN XÂY DỰNG"
VCV,CÔNG TY CỔ PHẦN VẬN TẢI VINACONEX,HNX,OTC,"NGÀNH: VẬN TẢI VÀ KHO BÃI/ VẬN TẢI ĐƯỜNG THỦY/ VẬN TẢI ĐƯỜNG BIỂN, VEN BIỂN, HỒ LỚN"
VCW,CÔNG TY CỔ PHẦN ĐẦU TƯ NƯỚC SẠCH SÔNG ĐÀ,UPCOM,UPCOM,"NGÀNH: TIỆN ÍCH/ NƯỚC, CHẤT THẢI VÀ CÁC HỆ THỐNG KHÁC/ HỆ THỐNG THỦY LỢI VÀ CUNG CẤP NƯỚC"
VCX,CÔNG TY CỔ PHẦN XI MĂNG YÊN BÌNH,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT SẢN PHẨM KHOÁNG CHẤT PHI KIM/ SẢN XUẤT XI MĂNG VÀ CÁC SẢN PHẨM BÊ TÔNG
VDB,CÔNG TY CỔ PHẦN VẬN TẢI VÀ CHẾ BIẾN THAN ĐÔNG BẮC,UPCOM,UPCOM,NGÀNH: KHAI KHOÁNG/ KHAI KHOÁNG (NGOẠI TRỪ DẦU MỎ VÀ KHÍ ĐỐT)/ KHAI THÁC THAN
VDL,CTCP THỰC PHẨM LÂM ĐỒNG,HNX,HNX,NGÀNH: SẢN XUẤT/ SẢN XUẤT ĐỒ UỐNG VÀ THUỐC LÁ/ SẢN XUẤT ĐỒ UỐNG 
VDM,CÔNG TY CỔ PHẦN - VIỆN NGHIÊN CỨU DỆT MAY,UPCOM,OTC,"NGÀNH: DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ/ CÁC DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ KỸ THUẬT KHÁC/ CÁC DỊCH VỤ CHUYÊN MÔN, KHOA HỌC VÀ KỸ THUẬT KHÁC"
VDN,CÔNG TY CỔ PHẦN VINATEX ĐÀ NẴNG,UPCOM,UPCOM,NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM MAY MẶC/ SẢN XUẤT PHỤ KIỆN VÀ CÁC SẢN PHẨM MAY MẶC KHÁC
VDP,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG VIDIPHA,HSX,HOSE,"NGÀNH: SẢN XUẤT/ SẢN XUẤT HÓA CHẤT, DƯỢC PHẨM/ SẢN XUẤT THUỐC VÀ DƯỢC PHẨM"
VDT,CÔNG TY CỔ PHẦN LƯỚI THÉP BÌNH TÂY,UPCOM,UPCOM,"NGÀNH: SẢN XUẤT/ SẢN XUẤT CÁC SẢN PHẨM KIM LOẠI CƠ BẢN/ SẢN XUẤT SẮT, THÉP VÀ HỢP KIM FERO"
VE1,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO1,HNX,HNX,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG HỆ THỐNG TIỆN ÍCH
VE2,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO 2,HNX,HNX,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG HỆ THỐNG TIỆN ÍCH
VE3,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO 3,HNX,HNX,NGÀNH: XÂY DỰNG VÀ BẤT ĐỘNG SẢN/ XÂY DỰNG CÔNG NGHIỆP NẶNG VÀ DÂN DỤNG/ XÂY DỰNG HỆ THỐNG TIỆN ÍCH
